index,solo_roll,solo_pitch,solo_tilt,solo_acc_x,solo_acc_y,solo_acc_z
2000,0.48333333333333334,3.5333333333333337,3.624742362091963,0.5018427,-0.13710756666666668,-9.966602
2001,-0.385,2.325,2.366995810733641,0.4945775,-0.09644985,-9.9222245
2002,1.16,2.92,3.3124419613544247,0.4292584333333333,-0.04450500666666667,-9.781020333333332
2003,-0.08000000000000007,0.20500000000000002,2.1427772007831645,0.30006905,-0.33622405,-9.827339
2004,3.7600000000000002,1.1600000000000001,4.045873199998421,0.353367,-0.4356546333333333,-9.694628666666667
2005,3.9050000000000002,2.5100000000000002,4.677966248809718,0.33768339999999997,-0.49916589999999994,-9.8126485
2006,2.3833333333333333,1.4166666666666667,2.827301330825651,0.3684863666666667,-0.43903943333333334,-9.965220666666667
2007,1.67,1.78,2.550572719562973,0.19601329999999997,-0.4561841,-9.886254000000001
2008,2.4966666666666666,0.4033333333333333,2.6824184054540883,0.41824766666666663,-0.5226771,-9.931679333333333
2009,2.135,2.36,3.356190831026338,0.2874352,-0.46294765000000004,-9.999812
2010,1.4100000000000001,3.33,3.6193711778811206,0.4139385,-0.3776758333333334,-9.855768
2011,1.01,0.985,1.6953294030453177,0.37870505000000004,-0.37494745,-9.965908
2012,2.65,1.6199999999999999,3.126099309566914,0.3894648666666667,-0.36868703333333336,-9.817506
2013,2.025,2.08,2.9687248221959734,0.32994795,-0.45069655,-9.9756715
2014,2.413333333333333,2.826666666666666,3.718638784341111,0.43950449999999996,-0.39062440000000004,-9.894631666666667
2015,1.9100000000000001,2.8200000000000003,3.4062028130109496,0.5113389,-0.3529741,-9.937848
2016,2.56,2.966666666666667,3.9373300180892183,0.4551129333333333,-0.4323435,-9.91644
2017,2.4299999999999997,3.01,3.935759497308226,0.7643288500000001,-0.3694391,-9.955662
2018,0.21000000000000002,1.945,1.9591196399730992,0.45813824999999997,-0.16559659999999998,-9.8047225
2019,2.3533333333333335,2.1199999999999997,3.21350407489895,0.293691,-0.2682463666666667,-9.717523000000002
2020,2.1,2.5949999999999998,3.4586331507348875,0.51082375,-0.47840655,-9.74963
2021,3.5066666666666673,2.2633333333333336,4.20913782419309,0.37938049999999995,-0.6585303333333333,-9.684393333333334
2022,4.4,-0.13999999999999999,4.406105090721658,0.32896235,-0.5647002,-9.707342
2023,4.17,2.97,5.133757248433697,0.4764782333333333,-0.7834586,-10.195476666666666
2024,2.48,1.5050000000000001,3.128782135802716,0.2463531,-0.8809571,-9.638575
2025,4.923333333333334,-0.5266666666666667,5.131634868806299,0.10955096666666668,-0.8271624333333333,-10.197773333333334
2026,5.3,3.9250000000000003,6.617307884822558,0.469959,-0.7824638500000001,-9.643456500000001
2027,2.393333333333333,3.266666666666667,4.1036721792302355,0.4888222333333334,-0.6928101333333334,-9.924343
2028,1.585,3.41,3.7680399617929385,0.60464765,-0.66783845,-9.8580815
2029,3.5400000000000005,2.55,4.389944775296232,0.3634260333333333,-0.7558227999999999,-9.862565
2030,5.145,1.76,5.444134271232022,0.31891665,-0.814624,-9.837353499999999
2031,5.266666666666667,1.0599999999999998,5.513652900355325,0.49602136666666663,-0.792677,-9.844124333333333
2032,4.445,4.135,6.0711748486662,0.56908295,-0.7354609000000001,-9.8789005
2033,3.526666666666667,3.4499999999999997,4.975566233968845,0.5658466666666667,-0.6733546666666667,-9.802709666666667
2034,3.115,3.12,4.410342860170445,0.45731575,-0.7432862,-9.5728425
2035,3.09,2.126666666666667,3.7624371836751447,0.46048416666666664,-0.5871038333333333,-9.999108333333332
2036,1.48,2.86,3.3901607307052544,0.27230375,-0.52546465,-9.7833015
2037,2.83,2.8366666666666664,4.086249178090136,0.5601638666666667,-0.38173396666666665,-9.728903
2038,2.325,2.285,3.457509820067915,0.34731985,-0.33908125,-9.912428
2039,3.0833333333333335,1.5200000000000002,3.5489166768479223,0.38634413333333334,-0.4501675,-9.747148999999999
2040,3.34,2.64,4.25694936885275,0.5332332500000001,-0.40216235,-9.7831665
2041,-0.0566666666666667,2.86,3.3062361030756064,0.5297664,-0.33342469999999996,-10.031362666666666
2042,3.285,1.315,3.6605761861998793,0.20264196999999998,-0.24467185,-9.811225
2043,1.62,2.21,2.927208753480251,0.26002316666666664,-0.3400005,-9.889010666666666
2044,2.785,3.09,4.244224464342208,-0.06644461,-0.277311,-9.845759999999999
2045,1.4033333333333333,-2.1633333333333336,2.6153471806999233,0.34971553333333333,-0.4369152,-9.888154
2046,3.625,2.115,4.208022947794306,0.2041427,-0.4861391,-9.715601
2047,4.206666666666666,2.44,5.162732101014645,0.37836886666666664,-0.6318148666666666,-10.018535666666667
2048,3.385,1.6800000000000002,4.136803755719692,0.15856298949999997,-0.61930305,-9.9514555
2049,2.9499999999999997,0.3833333333333333,3.1703719186996078,0.3779699,-0.5508594666666666,-9.812264333333333
2050,3.045,3.955,4.989938053737848,0.39345764999999994,-0.6787288,-9.940929
2051,4.260000000000001,2.11,4.758235131670015,0.39320266666666664,-0.5880736000000001,-10.044902333333335
2052,3.6799999999999997,1.6099999999999999,4.020844486436296,0.54748095,-0.6983370499999999,-10.0305405
2053,4.36,2.93,5.256805880144529,0.38948389999999994,-0.7012067666666666,-9.725371666666668
2054,3.6,3.435,4.974457031281958,0.26402205,-0.79124065,-9.729716
2055,4.37,1.46,4.6622794848854126,0.23624396666666667,-0.7327138666666667,-9.855969
2056,4.72,-0.40499999999999997,4.761850845284299,-0.04685271,-0.5772364000000001,-9.7615275
2057,2.04,-0.5166666666666667,2.5460505056005647,0.28326423333333334,-0.699484,-10.061661333333332
2058,5.449999999999999,3.26,6.41461186158317,0.4967048,-0.64019835,-10.097394999999999
2059,2.7533333333333334,3.313333333333333,4.361422135666364,0.4584018,-0.6856556,-10.149455000000001
2060,3.985,2.3449999999999998,4.628167065453088,0.5587943,-0.7289014500000001,-10.0036645
2061,5.489999999999999,3.66,6.653434190287192,0.5561383000000001,-0.8751484333333334,-9.700809666666666
2062,5.63,2.08,6.021938161874898,0.5566784,-0.7864993999999998,-9.8268715
2063,4.296666666666667,2.1366666666666667,4.813781026872568,0.40969246666666664,-0.7093316333333332,-9.860093666666666
2064,4.285,2.29,4.866137737760167,0.2386172,-0.7306595,-9.9253485
2065,4.343333333333334,1.6633333333333333,4.669250690682906,0.4713475333333334,-0.5913925333333334,-9.846816333333335
