index,windspeed_m/s
451,3.0397654898594064
452,2.913770285586685
453,3.1045854353553186
454,2.9060118290125665
455,3.001395898909703
456,3.3225344434515742
457,3.4319947854991693
458,3.905011477457282
459,4.332010044907985
460,3.847251787192045
461,4.26350070000044
462,3.453129153748055
463,3.0716119609856394
464,3.3451498962679813
465,3.8774834636172995
466,4.1069567104517395
467,3.677979914183989
468,3.3920565488937204
469,3.401554800132162
470,3.2336286758616453
471,2.954303478297849
472,2.990070790220677
473,2.703394329220356
474,2.3810393014572413
475,2.6624610766813745
476,2.4728563117465203
477,2.057053751993094
478,2.3428993312742667
479,2.394321434586997
480,2.614081968236136
481,2.0733638086103796
482,1.9400449948251546
483,2.3593430459788194
484,2.6767639851128875
485,2.6998838738518467
486,2.6898358847205253
487,2.132848071075737
488,2.931831228338185
489,2.2609082852543305
490,2.6921680395464125
491,3.330582292929759
492,3.093099863852516
493,3.6929127139957205
494,3.622125832445116
495,4.035550452910803
496,4.9591589484454515
497,6.068011331681994
498,5.5620071727386335
499,5.020662608544268
500,4.730577934440354
501,5.115105269392365
502,5.048124031444529
503,4.473374143566023
504,4.202262326212306
505,5.588509227114165
506,5.220082331436956
507,5.22040249709754
508,4.408457074505454
509,4.128394819152751
510,3.5028375293606118
511,2.7042964384384347
512,3.5398685021689555
513,4.163408447467908
514,4.4699600860256465
515,4.330225383734026
516,4.2598744880048764
517,4.47799089347026
518,4.405636800874732
519,4.348236658833102
520,4.039635899305885
521,4.008649508730015
522,4.162590247293577
523,4.004646457694337
524,4.190982860946793
525,4.565045238149531
526,4.503704596017744
527,4.21887771745139
528,3.9397600278467784
529,4.1972257020423145
530,3.991220491003425
531,4.148360470360576
532,3.8752751349709036
533,3.563255613605538
534,4.6522314054438
535,4.662216528782853
536,4.12415154750658
537,4.184830943461833
538,4.472130416237976
539,4.294077185159028
540,4.542289731638873
541,4.92911747363052
542,4.36161844050037
543,4.799485929659032
544,4.916121892645489
545,4.711070845057508
546,4.851713858409552
547,4.597876443544497
548,4.5153077994679
549,4.7556075296114715
550,4.653652064316073
551,5.0707506886555445
552,5.162491859963812
553,4.94528330341642
554,4.862350661504144
555,4.999335259993722
556,4.512260264355965
557,4.462165561509154
558,4.28632832501698
559,4.192615412950553
560,3.8629074385465163
561,3.414686381657322
562,3.059499447719147
563,3.1917620718291735
564,3.03711913844616
565,3.3905187018958456
566,3.3689129871486982
567,2.855386816424256
568,2.769174800780517
569,2.225552382891291
570,2.5418420222087375
571,2.9656377458708687
572,3.6090309317104863
573,3.3904685482559067
574,3.6848993759685538
575,3.6765779049546072
576,3.9178150594675856
577,3.312632693470257
578,2.8108825811566613
579,1.9815399144328627
580,2.447727754078541
581,3.060018036257436
582,3.757243409968742
583,3.396829893243866
584,3.5083265687326897
585,3.5456518750073855
586,3.64213479033996
587,3.507485170453985
588,3.5733247089176032
589,3.4553708950017543
590,3.2387427786121035
591,3.372961457081633
592,3.3463994092624096
593,3.17515145172731
594,3.4455677302387815
595,3.224852174766163
596,3.7802261324514297
597,3.575786885983708
598,3.591947335404279
599,4.154971943551044
600,3.740927576949335
601,4.181417430522837
602,3.794390966757149
603,3.5471317943498697
604,3.976856863746025
605,3.941870405640787
606,3.8941421283291735
607,3.466449548067701
608,2.9943373548915555
609,3.2978860131340664
610,3.8427836956688455
611,4.170796926645392
612,4.276531482743447
613,3.830996538728774
614,3.4742715184290427
615,3.729764519652748
616,3.663109224100319
617,3.820463777345333
618,3.9407845831594717
619,4.199761237697086
620,4.105527813337418
621,3.7842519410076796
622,3.9085470069790804
623,3.472069445579924
624,3.936722853249224
625,3.8059127470832093
626,3.792922667075075
627,3.73342182707868
628,3.184776898739609
629,3.6306092412987994
630,3.357836315831007
631,3.6524861485424833
632,3.7394089188252955
633,3.512384577756824
634,3.178559377124316
635,2.8568510623388312
636,2.776281212600648
637,3.159146157408921
638,3.6660289278231093
639,4.030334946871895
640,4.772914871276124
641,4.650755940624759
642,3.946213204599837
643,4.4103116364683705
644,4.970049290551912
645,4.695064380213182
646,4.75210908491842
647,5.271938474796374
648,5.151436604818699
649,4.8077877701895115
650,5.440590175551593
651,4.971585586838823
652,4.768389233752524
653,4.082601370896026
654,5.139997246475996
655,4.868500033504202
656,3.8927246626933947
657,4.334627240527077
658,4.14244618055675
659,4.755561388757407
660,5.019590819747522
661,5.445013001578121
662,5.811031302475108
663,4.913101024223795
664,4.324984128656141
665,4.479997745586892
666,4.236813205499919
667,4.165096230013393
668,4.15089549892178
669,4.418800986017651
670,3.4784756007561537
671,3.9188912511031995
672,3.470454852841984
673,4.999581232027305
674,5.2257600586604225
675,5.194216561713678
676,4.908192916542765
677,4.504454765571183
678,4.360693162331876
679,4.903627716776967
680,4.667990768054824
681,4.195138274426595
682,3.7222406263649503
683,3.6014448992832064
684,4.381956596197618
685,5.632035504650875
686,6.508169631619161
687,6.342729800930765
688,6.494314423787894
689,6.816389560713193
690,6.941191713742961
691,6.638918027546012
692,6.161864813075485
693,6.194680135707676
694,5.821509030360605
695,5.70647318276768
696,5.854208309731501
697,5.770114427488764
698,6.166291489948019
699,6.242450263927946
700,5.929432281778519
701,5.6268288487632585
702,5.536113300605662
703,5.709810735639055
704,5.304037109944507
705,5.2205940325144065
706,5.192193764064175
707,5.341539859388302
708,5.057972575365919
709,4.719017217350858
710,4.414213443766362
711,4.681546408884224
712,5.005568835196161
713,4.661170045535282
714,4.792065545659835
715,4.5665503492817825
716,4.631345134351278
717,4.360704503646372
718,4.3448400190066145
719,4.068249229936009
720,3.95230283099501
721,4.02863178709815
722,4.3005716150052775
723,4.322871008210182
724,4.07773141018294
725,4.641266187432582
726,4.744655091851537
727,4.3594711477810115
728,4.34073105817751
729,4.262290499632963
730,4.609668632071248
731,4.24524675692252
732,4.164251580214236
733,4.505074007037289
734,4.312387214356508
735,4.029723026717448
736,3.829955802687535
737,3.7874630878106634
738,3.8919704405712423
739,3.845822473419983
740,4.082829719199742
741,4.126758383439121
742,4.179600116176214
743,4.045280233353965
744,3.9601507612475664
745,3.7338565299804864
746,3.6844123034468867
747,3.6200288236274094
748,3.556214510710777
749,3.4864435261742717
750,3.2289806082722112
751,2.9510844000189866
752,2.7936774231976176
753,3.319163332053382
754,3.1468843644059015
755,2.5225923072690697
756,3.377996426742915
757,3.818763559682102
758,2.9319378144769868
759,3.2450482833837064
760,3.313716040539989
761,3.5133350216998966
762,3.230075275304473
763,2.656678962936906
764,3.288583034384761
765,3.6292496154001888
766,5.06979484738606
767,5.448888358333217
768,4.915354507025878
769,4.3916066190282645
770,4.129579648505603
771,4.614601228940855
772,5.22807579429918
773,5.276416348695018
774,5.800481257464701
775,5.328215599768986
776,5.350959065137827
777,5.616192799682133
778,5.112187596130931
779,4.897101960025122
780,4.874456165872258
781,4.7679521713394655
782,4.992203831629575
783,4.868617056411495
784,4.210960190693663
785,4.363990523835553
786,4.760250491879671
787,4.579461515077476
788,4.58902243024217
789,4.848232388596881
790,4.960669001865757
791,4.766831646421306
792,4.6499755644322605
793,4.32690559966574
794,4.103496623561136
795,3.5422579291215817
796,3.050890696439347
797,2.5745280628865674
798,2.8281803124411895
799,2.6117677977677927
800,3.0302447595289
801,3.044234686140346
802,3.1393478723783534
803,2.959064625914055
804,2.814217864378965
805,2.328124237571226
806,1.6742180130093052
807,1.8342572332615283
808,1.8435392371042854
809,1.8100192857637734
810,1.6318126282272662
811,1.341408168347054
812,1.1801640609992512
813,2.4204681597277267
814,2.495710939939
815,2.514717663621928
816,2.864551074054739
817,2.982859705231274
818,2.8228587426202507
819,3.1914566307529104
820,4.037260474696363
821,4.535684171388496
822,4.885770097567682
823,4.517012616562126
824,4.430456295237885
825,4.092042938225414
826,3.85860203921936
827,3.849320326255078
828,3.960595049349078
829,4.341524430387461
830,3.9049568106781627
831,3.9513613292511756
832,4.03890929026608
833,3.7967317099283893
834,3.9277116594808024
835,4.018030427889274
836,3.982676835665833
837,3.8596068009726014
838,3.703376641205868
839,4.017780336780638
840,3.835221516773915
841,3.6598454041450768
842,3.655756690200156
843,3.656956952601878
844,3.6171384076273685
845,3.7869958832037773
846,3.8383717248244356
847,3.9284398728920866
848,3.6816804004396726
849,3.431275062200773
850,3.452097861600622
851,3.255189763877661
852,3.369213539581935
853,3.372145910755057
854,3.165280023611471
855,3.1442003855343024
856,3.1446146274314395
857,3.287159547665713
858,3.1474401213492107
859,3.418475441877635
860,3.5581595616224657
861,3.440836489657117
862,3.236442560584207
863,2.9285340415508196
864,2.866588834699234
865,2.9123954683625533
866,3.0957577441385373
867,3.205038682368701
868,3.384089069588988
869,3.341231102002306
870,3.0245815368288467
871,3.1212002145632254
872,3.2292621359065747
873,3.2957437515758583
874,2.9522608908277035
875,3.156536028116969
876,3.3380775778438267
877,3.326094358630788
878,3.235118605693829
879,2.9795789839692897
880,3.030625562019197
881,3.1073235321768653
882,3.1030750324253216
883,3.157519976842917
884,3.142971975065269
885,3.1188816606017067
886,2.9153089400656422
887,3.1391933177511375
888,2.849446088938806
889,2.7284545470306076
890,2.708878301690728
891,2.803635651361166
892,3.037087018427464
893,3.346556262208669
894,2.979078153802111
895,2.7933333432927263
896,2.7723994689358267
897,2.367257045241642
898,2.3747737908936477
899,2.5454898044873073
900,2.453507036998206
901,2.3085992289743746
902,2.3226415839322
903,1.850163185940008
904,2.228278895331039
905,1.998822466615216
906,1.8128144394196706
907,2.147037339978752
908,1.6987111545831513
909,1.4887122478770765
910,1.6285608652061923
911,2.0110885688829994
912,2.3696097686922535
913,2.2182016309949186
914,1.4667861620255644
915,1.453665925922222
916,0.8469988469893717
917,1.1483756942330237
918,1.3700267282553749
919,1.5480707007109729
920,1.4342854229413229
921,1.6024767020862647
922,1.2508891869920458
923,0.40081038050004925
924,0.3313340634100166
925,0.7428475268130986
926,0.5567438379259793
927,0.253660819759877
928,0.30857105882247393
929,0.8136155102951588
930,0.8394802380975934
931,0.5076624284142515
932,0.43263079980470454
933,0.896478411788241
934,0.5730951614961193
935,0.523243829555489
936,0.6818008732323313
937,0.8595089699673704
938,0.6362080153972013
939,0.545464118697108
940,0.781747803582014
941,0.5585293764232921
942,0.481140711275003
943,0.43212911460244485
944,0.6754324812573729
945,0.8338471475944514
946,1.143012605147061
947,1.2313229196046083
948,0.9752186867473335
949,0.483301534407183
950,0.26651984314682337
951,0.4316511757060216
952,0.5562187925203919
953,0.5415695929093793
954,0.3131040223122531
955,0.4823735935033612
956,0.7178203337743305
957,0.7170285921089867
958,0.5876694171538064
959,0.37936086012770676
960,0.5041089783719861
961,0.208363515946188
962,0.6372468214441929
963,0.6689886514012144
964,0.49075039689491656
965,0.6609946331055473
966,0.6410234880920963
967,1.281584946597243
968,1.1607326399845967
969,1.0974124781312753
970,1.405473419849488
971,1.5997466894338337
972,1.4048270404197227
973,1.2995480672927309
974,1.3655138128602902
975,1.3214603852491547
976,1.6701580845001773
977,1.1113964398599454
978,1.1833070809312884
979,0.8733716791835129
980,1.0842483074355354
981,0.6765109719667418
982,0.9108156191619339
983,0.9564391282282556
984,1.0341190291529696
985,1.128887806283488
986,0.978140739372005
987,0.9278939734080109
988,0.9252631175743858
989,0.20385945036342337
990,0.7351395548486799
991,0.5704471703475918
992,0.3903942461279494
993,0.7384287622616991
994,1.0369078530061457
995,0.8942625801101082
996,1.0961378063849894
997,1.1407100549593132
998,1.3023363475526295
999,1.2124151967323313
1000,1.3742026287498696
1001,2.1307403078672476
1002,2.126063688084633
1003,1.9536743147210152
1004,2.2661106327405482
1005,2.2885138231593007
1006,2.113365754870501
1007,0.6921120346005394
1008,0.676254721261153
1009,0.9127574630504641
1010,1.3086234240215093
1011,1.701723388378493
1012,1.4778575113810803
1013,2.5025959233613464
1014,2.4728022737672606
1015,1.969708609970506
1016,1.798319159383635
1017,1.9338999873099414
1018,1.7376042175530086
1019,1.9999748026286115
1020,2.8544339797727662
1021,2.623341434042168
1022,2.1313606747906997
1023,2.003780379764974
1024,2.212653695218063
1025,2.3425645742499617
1026,1.8731015861476286
1027,1.3084418449934867
1028,1.580369660065025
1029,1.3386825966239262
1030,2.416042582208212
1031,1.5853556144729966
1032,1.5366870306835179
1033,1.357812254897902
1034,0.5936497340317678
1035,0.27801923516852306
1036,0.43022277122737573
1037,0.8519875926908587
1038,0.6776433639538649
1039,0.6008544678471947
1040,0.6533338611928874
1041,0.54984642897604
1042,0.8606137542612934
1043,0.3288885397163203
1044,0.25885667935690587
1045,0.29330963477714506
1046,0.30754286110625767
1047,0.26747104676683087
1048,0.5442831167882533
1049,0.29102275565688623
1050,1.0862154773578954
1051,1.0019951075815645
1052,0.8238704229846164
1053,0.7126086466163031
1054,0.7191523742922579
1055,0.9299774210483258
1056,1.032566567381906
1057,0.8946550866877553
1058,1.2472746079949073
1059,0.5202462451306626
1060,0.582024167556821
1061,0.7067333357606276
1062,0.5280323059644612
1063,0.5763772131161862
1064,0.9413328042155688
1065,1.5137818108915866
1066,1.9135046656494363
1067,1.5679150181858952
1068,1.4928031179309786
1069,1.0295407368280596
1070,1.236960478535831
1071,1.1466822326427841
1072,2.1669177301729694
1073,2.2890845190450997
1074,2.245989791169583
1075,2.5120071885191386
1076,2.2736953643285442
1077,2.2068435154529618
1078,2.2122733732446584
1079,2.2051149312183194
1080,2.4662507762109382
1081,2.5629953654966386
1082,2.4701195462247707
1083,3.0678029040677646
1084,3.769602009941316
1085,3.447008600390581
1086,3.3908996885239326
1087,3.655063092039539
1088,4.09745798585885
1089,4.255010675127372
1090,5.493500017578344
1091,4.727257624799375
1092,4.720158872642535
1093,4.5527785309438045
1094,4.564258619981151
1095,4.539144765884063
1096,3.9889394822630027
1097,3.871305071377504
1098,3.7864915446656116
1099,3.474818300884381
1100,3.3266457744512787
1101,3.331233998463572
1102,3.257985935196233
1103,3.202752145846785
1104,3.168553288493538
1105,2.9016542373595855
1106,3.2022166176102442
1107,3.3562623090420236
1108,3.47295224609476
1109,3.3920433971505752
1110,3.239556498917897
1111,3.3435012192108697
1112,3.1659208648984656
1113,3.2351624583238
1114,3.3383150333991405
1115,3.56285459780611
1116,3.3394123108013387
1117,3.366561818098716
1118,3.0464140981133045
1119,2.8095245702564475
1120,2.8246502137714966
1121,2.7266628388670964
1122,2.7163986885924265
1123,2.6686034959374627
1124,2.6101509517946297
1125,2.5601735003245962
1126,2.346120693285096
1127,2.744490031832369
1128,2.850668721831844
1129,2.481776129296511
1130,2.39554778362178
1131,2.200391642239109
1132,2.1739683297838344
1133,1.63175198407423
1134,1.7800501609287847
1135,1.8849964311318093
1136,1.604254939382124
1137,1.4575928112161514
1138,1.6849341905836845
1139,1.7098889278874776
1140,2.046783242504589
1141,1.8338177223216467
1142,1.979054835047883
1143,1.7623773383803494
1144,1.9426300317155056
1145,1.81017779712372
1146,1.565699616669814
1147,1.3252065428949529
1148,1.4388911040392136
1149,1.4290842131095105
1150,1.494818461630346
1151,2.0426437424608475
1152,2.3142316251680923
1153,2.34498888823826
1154,2.312251465803884
1155,2.3322082399526947
1156,2.349730769012203
1157,2.112454851160284
1158,2.3160937069209977
1159,2.5011198216056703
1160,2.7420830448847595
1161,2.852061999065451
1162,2.77095129498248
1163,2.761037129422785
1164,2.49242248779543
1165,2.4095733282667435
1166,2.181272705518638
1167,2.1472459723742747
1168,2.4746203033569873
1169,3.1083894588780066
1170,3.306898256725915
1171,4.167306995823872
1172,3.9407180540006954
1173,4.319106769795616
1174,4.108510141916668
1175,3.8301760211930165
1176,3.987574114510711
1177,3.9786955257707697
1178,3.9495898459525285
1179,4.420259181355357
1180,5.0357339484117425
1181,4.284900988359945
1182,4.377389057772131
1183,4.411152418004411
1184,4.20731674811558
1185,3.995672353773066
1186,3.4601316807695595
1187,3.7811000241770167
1188,4.502052420825894
1189,3.970654224910365
1190,4.023158630846707
1191,3.925224832224224
1192,3.791025219803831
1193,3.4738255400192717
1194,3.2884610791519906
1195,2.7095772139801624
1196,2.309054178080339
1197,2.7999042896829796
1198,2.695072613927611
1199,2.7860326227954157
1200,2.8380748178127058
1201,2.82186122601161
1202,3.064918237794253
1203,2.8439895925529948
1204,2.877627058353195
1205,2.8728238134622477
1206,3.2331008654890683
1207,3.1812633085590907
1208,2.9570999201421095
1209,2.9866706203649027
1210,2.898439011383976
1211,3.0792701534415223
1212,3.11071267380818
1213,3.023613401941154
1214,3.553425593375008
1215,3.0760694220387514
1216,3.086128685530943
1217,2.760302043829024
1218,2.2516740076507253
1219,2.2249158472747723
1220,2.0256392287398013
1221,2.3564334123034847
1222,2.655976630783399
1223,2.5026927936673555
1224,2.2832263648620703
1225,2.097052686455593
1226,2.1211035898005997
1227,2.046740362557456
1228,1.7380373952671049
1229,1.9107204543624077
1230,2.0638220842305284
1231,2.0037378671365214
1232,2.004664497073985
1233,1.9828539542605403
1234,1.9335926324392934
1235,1.5347502006474216
1236,1.4977950070318977
1237,1.4300333650294996
1238,1.464903007151716
1239,1.471977241305321
1240,1.4621154367278797
1241,1.8298958779645684
1242,1.8271812482303345
1243,2.26384962532617
1244,2.539470828230854
1245,2.521695924435503
1246,2.2312332266678228
1247,2.5231280655427466
1248,2.4651773930640797
1249,2.3860314477884996
1250,2.432973839810477
1251,2.465146824735547
1252,2.7327948168458724
1253,2.7954725371388602
1254,2.7528307514836245
1255,3.0505156744566815
1256,3.032391417188722
1257,2.6908384495973827
1258,2.411988158698124
1259,2.369389984550109
1260,2.09784219336578
1261,2.0853766378301826
1262,1.734293806471092
1263,1.4741808643148064
1264,1.8229883054256861
1265,1.9709547264627167
1266,1.7492280939977265
1267,1.6410881892049627
1268,1.586259729084298
1269,1.6615324659898298
1270,1.8641913837965578
1271,2.146851824819552
1272,2.160436840891578
1273,2.112457470881809
1274,1.8587160264622145
1275,1.958755365278435
1276,1.9121916972996067
1277,2.148001751542634
1278,2.386575674037653
1279,2.582086195038931
1280,2.7615801554510053
1281,2.8982360507521014
1282,2.73712911338573
1283,3.3677910722443873
1284,2.9646414464655195
1285,1.463112405369355
1286,1.1865743812534426
1287,0.9179408741161686
1288,0.5147231354139991
1289,0.3626707814588504
1290,0.298409891146907
1291,0.45817782962285847
1292,0.7799250856741398
1293,0.7428216483637876
1294,0.6238403101773565
1295,0.7534051882753894
1296,0.9794354232733554
1297,0.683248252907299
1298,0.7786648535227344
1299,0.7142492007247512
1300,0.8282671697379157
1301,0.4484385741106745
1302,0.8201804746946963
1303,0.6515137733988942
